"id_odsp","id_event","sort_order","time","text","event_type","event_type2","side","event_team","opponent","player","player2","player_in","player_out","shot_place","shot_outcome","is_goal","location","bodypart","assist_method","situation","fast_break"
"j5WchHig/","j5WchHig44",44,45,"Foul by Pantxi Sirieix (Toulouse).","Foul",NA,"Home","Toulouse","Lyon","pantxi sirieix",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"jJbrbza0/","jJbrbza076",76,63,"Foul by Gareth Bale (Real Madrid).","Foul",NA,"Home","Real Madrid","Levante","gareth bale",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"SQSzPrr4/","SQSzPrr443",43,36,"Foul by Fabinho (Monaco).","Foul",NA,"Away","AS Monaco","Paris Saint-Germain","fabinho",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"GANy2g3U/","GANy2g3U24",24,25,"Corner,  Hertha Berlin. Conceded by Salif Sane.","Corner",NA,"Home","Hertha Berlin","Hannover 96","salif sane","salif sane",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"niorUtST/","niorUtST38",38,43,"Attempt saved. Fernando Soriano (AlmerA­a) left footed shot from outside the box is saved in the centre of the goal. Assisted by SebastiA¡n Dubarbier.","Attempt","Key Pass","Home","Almeria","Espanyol","fernando soriano","sebastian dubarbier",NA,NA,"Centre of the goal","On target",0,"Outside the box","left foot","Pass","Open play",0
"8bFEpooL/","8bFEpooL105",105,88,"Attempt saved. SA©bastien Corchia (Sochaux) right footed shot from outside the box is saved in the top right corner.","Attempt",NA,"Away","Sochaux","Valenciennes","sebastien corchia",NA,NA,NA,"Top right corner","On target",0,"Outside the box","right foot","None","Open play",0
"QmND7113/","QmND711341",41,31,"ZA© Castro (Deportivo de La CoruA±a) wins a free kick in the defensive half.","Free kick won",NA,"Away","Deportivo La Coruna","Real Zaragoza","ze castro",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"AuyT1m8c/","AuyT1m8c68",68,65,"Foul by Alfred Duncan (Sassuolo).","Foul",NA,"Away","Sassuolo","Napoli","alfred duncan",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"YmgNqLIf/","YmgNqLIf61",61,69,"Attempt missed. Jaroslav Plasil (Bordeaux) header from the left side of the six yard box is close, but misses the top left corner following a set piece situation.","Attempt",NA,"Home","Bordeaux","Caen","jaroslav plasil",NA,NA,NA,"Top left corner","Off target",0,"Left side of the six yard box","head","None","Set piece",0
"4EOTgb08/","4EOTgb0827",27,27,"Johannes Geis (1. FSV Mainz 05) wins a free kick in the attacking half.","Free kick won",NA,"Away","Mainz","SC Paderborn","johannes geis",NA,NA,NA,NA,NA,0,"Attacking half",NA,"None",NA,0
"jadnzjqk/","jadnzjqk11",11,10,"Attempt blocked. Eder (Sampdoria) right footed shot from the centre of the box is blocked. Assisted by Marcelo Estigarribia.","Attempt","Key Pass","Away","Sampdoria","AC Milan","eder","marcelo estigarribia",NA,NA,"Blocked","Blocked",0,"Centre of the box","right foot","Pass","Open play",0
"xKAseYAR/","xKAseYAR125",125,87,"Attempt saved. Lass (Rayo Vallecano) right footed shot from the left side of the box is saved in the bottom right corner. Assisted by Alberto Perea.","Attempt","Key Pass","Away","Rayo Vallecano","Getafe","lass","alberto perea",NA,NA,"Bottom right corner","On target",0,"Left side of the box","right foot","Pass","Open play",0
"6VdsDf3U/","6VdsDf3U45",45,31,"Foul by Milan Badelj (Fiorentina).","Foul",NA,"Home","Fiorentina","Sampdoria","milan badelj",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"n7kC0fAd/","n7kC0fAd10",10,21,"Charlie Adam (Stoke City) wins a free kick on the right wing.","Free kick won",NA,"Home","Stoke City","Bournemouth","charlie adam",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"ne9yJJtD/","ne9yJJtD30",30,35,"Foul by Filipe Luis (AtlA©tico de Madrid).","Foul",NA,"Away","Atletico Madrid","Sevilla","filipe luis",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"GCfkU46B/","GCfkU46B98",98,83,"Substitution, Granada CF. Juanma Ortiz replaces Yacine Brahimi.","Substitution",NA,"Home","Granada","Malaga",NA,NA,"juanma ortiz","yacine brahimi",NA,NA,0,NA,NA,"None",NA,0
"QTjC8yIL/","QTjC8yIL7",7,5,"Foul by Mauricio Pinilla (Atalanta).","Foul",NA,"Home","Atalanta","Torino","mauricio pinilla",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"fmeLnyYA/","fmeLnyYA59",59,68,"Foul by Youssouf Sabaly (Nantes).","Foul",NA,"Away","Nantes","AS Monaco","youssouf sabaly",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"dpBS9KNF/","dpBS9KNF96",96,78,"Attempt saved. Cyril ThA©rA©au (Chievo) right footed shot from outside the box is saved in the bottom right corner. Assisted by Sergio Pellissier.","Attempt","Key Pass","Away","Chievo Verona","Udinese","cyril thereau","sergio pellissier",NA,NA,"Bottom right corner","On target",0,"Outside the box","right foot","Pass","Open play",0
"hMoppP4A/","hMoppP4A79",79,76,"Foul by Lorenzo Crisetig (Cagliari).","Foul",NA,"Home","Cagliari","Udinese","lorenzo crisetig",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"0SmX0UK5/","0SmX0UK5100",100,82,"Offside, Villarreal. Nilmar tries a through ball, but Javier CamuA±as is caught offside.","Offside","Failed through ball","Away","Villarreal","Real Betis","javier camunas","nilmar",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"WY3fM6fD/","WY3fM6fD69",69,66,"Foul by Roberto Vitiello (Palermo).","Foul",NA,"Home","Palermo","AC Milan","roberto vitiello",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"d6hMnrXq/","d6hMnrXq46",46,29,"Felix Klaus (SpVgg Greuther Furth) wins a free kick in the defensive half.","Free kick won",NA,"Away","SpVgg Greuther Furth","Mainz","felix klaus",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"pCmJkFyC/","pCmJkFyC45",45,36,"AndrA© Ayew (Marseille) is shown the yellow card for fighting.","Yellow card",NA,"Away","Marseille","Bordeaux","andre ayew",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"QBF75cSn/","QBF75cSn62",62,56,"Substitution, Malaga. Charles replaces Recio.","Substitution",NA,"Away","Malaga","Espanyol",NA,NA,"charles","recio",NA,NA,0,NA,NA,"None",NA,0
"fJXYBjhQ/","fJXYBjhQ60",60,61,"Foul by Modibo Maiga (Metz).","Foul",NA,"Home","Metz","Evian Thonon Gaillard","modibo maiga",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"UsVIpzze/","UsVIpzze81",81,65,"Second yellow card to Alvaro Pereira (Getafe) for a bad foul.","Yellow card","Sending off","Away","Getafe","Las Palmas","alvaro pereira",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"xrJqZO2p/","xrJqZO2p86",86,60,"Corner,  Bayer Leverkusen. Conceded by Sebastian Jung.","Corner",NA,"Away","Bayer Leverkusen","Eintracht Frankfurt","sebastian jung","sebastian jung",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"WA9EDdVD/","WA9EDdVD12",12,17,"Kevin De Bruyne (VfL Wolfsburg) wins a free kick on the left wing.","Free kick won",NA,"Home","VfL Wolfsburg","Borussia Monchengladbach","kevin de bruyne",NA,NA,NA,NA,NA,0,"Left wing",NA,"None",NA,0
"zs7k99C9/","zs7k99C985",85,84,"Martin Hinteregger (FC Augsburg) is shown the yellow card for a bad foul.","Yellow card",NA,"Away","FC Augsburg","RB Leipzig","martin hinteregger",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"6DJGC0OI/","6DJGC0OI5",5,2,"Corner,  Hannover 96. Conceded by Christian Mathenia.","Corner",NA,"Away","Hannover 96","SV Darmstadt 98","christian mathenia","christian mathenia",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"txVHjagH/","txVHjagH18",18,28,"Moussa Sissoko (Newcastle United) wins a free kick on the left wing.","Free kick won",NA,"Home","Newcastle","Everton","moussa sissoko",NA,NA,NA,NA,NA,0,"Left wing",NA,"None",NA,0
"lY6suAjh/","lY6suAjh56",56,51,"Penalty saved! Eden Ben Basat (Toulouse) fails to capitalise on this great opportunity,  right footed shot saved  in the bottom right corner.","Attempt",NA,"Home","Toulouse","Montpellier","eden ben basat",NA,NA,NA,"Bottom right corner","On target",0,"Penalty spot","right foot","None","Set piece",0
"0ED3uC4P/","0ED3uC4P34",34,45,"Goal!  Watford 1, Aston Villa 1. Almen Abdi (Watford) from a free kick with a right footed shot to the bottom left corner.","Attempt",NA,"Home","Watford","Aston Villa","almen abdi",NA,NA,NA,"Bottom left corner","On target",1,"Not recorded","right foot","None","Free kick",0
"j3jCFebl/","j3jCFebl119",119,86,"Foul by Recio (MA¡laga).","Foul",NA,"Away","Malaga","Atletico Madrid","recio",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"GMknBAsq/","GMknBAsq72",72,60,"Ibai GA³mez (Athletic Bilbao) wins a free kick in the defensive half.","Free kick won",NA,"Away","Athletic Bilbao","Malaga","ibai gomez",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"2VO3wEch/","2VO3wEch47",47,45,"Substitution, Kaiserslautern. Itay Shechter replaces Oliver Kirch.","Substitution",NA,"Home","Kaiserslautern","Hertha Berlin",NA,NA,"itay shechter","oliver kirch",NA,NA,0,NA,NA,"None",NA,0
"thJWRD0b/","thJWRD0b55",55,43,"Foul by Nicola Murru (Cagliari).","Foul",NA,"Away","Cagliari","Chievo Verona","nicola murru",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"OO2el43o/","OO2el43o84",84,87,"Maxime Gonalons (Lyon) wins a free kick in the defensive half.","Free kick won",NA,"Home","Lyon","Evian Thonon Gaillard","maxime gonalons",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"xUR9iJon/","xUR9iJon28",28,25,"Foul by MartA­ (Mallorca).","Foul",NA,"Home","Mallorca","Sevilla","marti",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"MFpwdTuq/","MFpwdTuq32",32,31,"Corner,  GFC Ajaccio. Conceded by Billy Ketkeophomphone.","Corner",NA,"Away","GFC Ajaccio","Angers","billy ketkeophomphone","billy ketkeophomphone",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"YNccR3Ng/","YNccR3Ng33",33,45,"James Milner (Liverpool) wins a free kick in the defensive half.","Free kick won",NA,"Home","Liverpool","Manchester City","james milner",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"xKd3IGWR/","xKd3IGWR12",12,7,"Foul by Adam Hlousek (1. FC Nurnberg).","Foul",NA,"Home","Nurnberg","TSV Eintracht Braunschweig","adam hlousek",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"WdrUcAWr/","WdrUcAWr68",68,55,"Attempt missed. Perparim Hetemaj (Chievo) left footed shot from a difficult angle on the left misses to the left. Assisted by Nicolas Frey with a cross.","Attempt","Key Pass","Home","Chievo Verona","Internazionale","perparim hetemaj","nicolas frey",NA,NA,"Misses to the left","Off target",0,"Difficult angle on the left","left foot","Cross","Open play",0
"pzL1uvhC/","pzL1uvhC58",58,55,"Joshua Kimmich (FC Bayern Munchen) wins a free kick in the defensive half.","Free kick won",NA,"Home","Bayern Munich","FC Ingolstadt 04","joshua kimmich",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"0xlO1n89/","0xlO1n8973",73,62,"Domi Kumbela (Eintracht Braunschweig) wins a free kick in the defensive half.","Free kick won",NA,"Home","TSV Eintracht Braunschweig","Mainz","domi kumbela",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"AZaya0A6/","AZaya0A695",95,67,"Offside, Empoli. Marcel BA¼chel tries a through ball, but Manuel Pucciarelli is caught offside.","Offside","Failed through ball","Home","Empoli","Palermo","manuel pucciarelli","marcel buchel",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"px8lDZLS/","px8lDZLS102",102,80,"Stephan Schrock (1899 Hoffenheim) wins a free kick on the right wing.","Free kick won",NA,"Away","TSG Hoffenheim","FC Augsburg","stephan schrock",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"zsHjHED9/","zsHjHED980",80,90,"Attempt saved. Ishak Belfodil (Parma) right footed shot from outside the box is saved in the centre of the goal. Assisted by McDonald Mariga.","Attempt","Key Pass","Away","Parma","Lazio","ishak belfodil","mcdonald mariga",NA,NA,"Centre of the goal","On target",0,"Outside the box","right foot","Pass","Open play",0
"lY8HD0tc/","lY8HD0tc11",11,16,"Foul by Marcelo (Real Madrid).","Foul",NA,"Home","Real Madrid","Celta Vigo","marcelo",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"0MBt6XOE/","0MBt6XOE35",35,28,"Anis Ben-Hatira (Hertha Berlin) wins a free kick on the right wing.","Free kick won",NA,"Home","Hertha Berlin","Schalke 04","anis benhatira",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"Qwwo2wFl/","Qwwo2wFl64",64,58,"Foul by Javi LA³pez (Espanyol).","Foul",NA,"Away","Espanyol","Villarreal","javi lopez",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"pC7y66Tn/","pC7y66Tn65",65,57,"Substitution, Cesena. Mattia Filippi replaces Luca Ceccarelli.","Substitution",NA,"Home","Cesena","AS Roma",NA,NA,"mattia filippi","luca ceccarelli",NA,NA,0,NA,NA,"None",NA,0
"KzeGXkUc/","KzeGXkUc17",17,19,"Foul by Sergio Tejera (Mallorca).","Foul",NA,"Away","Mallorca","Real Betis","sergio tejera",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"nJeVaNJo/","nJeVaNJo49",49,49,"Attempt blocked. Alexis Sanchez (Arsenal) right footed shot from outside the box is blocked.","Attempt",NA,"Away","Arsenal","Chelsea","alexis sanchez",NA,NA,NA,"Blocked","Blocked",0,"Outside the box","right foot","None","Open play",0
"xYmR6LeJ/","xYmR6LeJ67",67,63,"Substitution, Lazio. Etrit Berisha replaces Miroslav Klose.","Substitution",NA,"Home","Lazio","Internazionale",NA,NA,"etrit berisha","miroslav klose",NA,NA,0,NA,NA,"None",NA,0
"jVjZn9f7/","jVjZn9f727",27,30,"Foul by Massimo Ambrosini (Fiorentina).","Foul",NA,"Home","Fiorentina","Chievo Verona","massimo ambrosini",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"4xI1wTYM/","4xI1wTYM82",82,71,"Substitution, Bordeaux. GrA©gory Sertic replaces Henri Saivet.","Substitution",NA,"Home","Bordeaux","AS Nancy Lorraine",NA,NA,"gregory sertic","henri saivet",NA,NA,0,NA,NA,"None",NA,0
"QuBFKKzb/","QuBFKKzb82",82,86,"Foul by Sergei Krivets (Metz).","Foul",NA,"Home","Metz","St Etienne","sergei krivets",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"WdtwHedE/","WdtwHedE65",65,61,"Laure (Deportivo de La CoruA±a) wins a free kick in the defensive half.","Free kick won",NA,"Away","Deportivo La Coruna","Real Betis","laure",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"tjSHcfY8/","tjSHcfY832",32,39,"Substitution, Lyon. Mehdi Zeffane replaces Mouhamadou Dabo because of an injury.","Substitution",NA,"Home","Lyon","Bastia",NA,NA,"mehdi zeffane","mouhamadou dabo",NA,NA,0,NA,NA,"None",NA,0
"jVWrmK00/","jVWrmK0074",74,69,"Attempt missed. Jack Collison (West Ham United) left footed shot from the right side of the box is too high. Assisted by Stewart Downing.","Attempt","Key Pass","Away","West Ham","Cardiff","jack collison","stewart downing",NA,NA,"Too high","Off target",0,"Right side of the box","left foot","Pass","Open play",0
"48L9Ksto/","48L9Ksto24",24,26,"MoisA©s Hurtado (Granada CF) is shown the yellow card.","Yellow card",NA,"Away","Granada","Levante","moises hurtado",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"Mk3MkBAl/","Mk3MkBAl24",24,25,"Attempt blocked. Hernanes (Inter Milan) right footed shot from outside the box is blocked. Assisted by Yuto Nagatomo.","Attempt","Key Pass","Home","Internazionale","Torino","hernanes","yuto nagatomo",NA,NA,"Blocked","Blocked",0,"Outside the box","right foot","Pass","Open play",0
"h0Q1vq5t/","h0Q1vq5t70",70,63,"Offside, Villarreal. Luciano Vietto tries a through ball, but Denis Cheryshev is caught offside.","Offside","Failed through ball","Home","Villarreal","Deportivo La Coruna","denis cheryshev","luciano vietto",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"Mc9167dS/","Mc9167dS54",54,63,"Goal!  FC Bayern Munchen 1, 1. FC Koln 1. Anthony Modeste (1. FC Koln) right footed shot from the centre of the box to the high centre of the goal. Assisted by Marcel Risse with a cross.","Attempt","Key Pass","Away","FC Cologne","Bayern Munich","anthony modeste","marcel risse",NA,NA,"Centre of the goal","On target",1,"Centre of the box","right foot","Cross","Open play",0
"ra7E21IT/","ra7E21IT52",52,42,"Foul by Francesco Totti (Roma).","Foul",NA,"Home","AS Roma","Fiorentina","francesco totti",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"bwT5haWu/","bwT5haWu94",94,80,"Foul by Stefan Babovic (Real Zaragoza).","Foul",NA,"Home","Real Zaragoza","Granada","stefan babovic",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"h2drBdIJ/","h2drBdIJ80",80,70,"Substitution, Mallorca. Alejandro Alfaro replaces VA­ctor.","Substitution",NA,"Away","Mallorca","Osasuna",NA,NA,"victor","va­ctor",NA,NA,0,NA,NA,"None",NA,0
"x2Zi4e7i/","x2Zi4e7i6",6,13,"Kevin Strootman (Roma) wins a free kick on the right wing.","Free kick won",NA,"Home","AS Roma","Genoa","kevin strootman",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"6VdsDf3U/","6VdsDf3U4",4,1,"Foul by Gonzalo Rodriguez (Fiorentina).","Foul",NA,"Home","Fiorentina","Sampdoria","gonzalo rodriguez",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"8vy4MeR4/","8vy4MeR450",50,55,"Goal!  Celta de Vigo 1, Deportivo de La CoruA±a 1. Isaac Cuenca (Deportivo de La CoruA±a) right footed shot from the centre of the box to the bottom left corner. Assisted by Juanfran.","Attempt","Key Pass","Away","Deportivo La Coruna","Celta Vigo","isaac cuenca","juanfran",NA,NA,"Bottom left corner","On target",1,"Centre of the box","right foot","Pass","Open play",0
"j9mwVAFK/","j9mwVAFK41",41,43,"Corner,  Chelsea. Conceded by Dejan Lovren.","Corner",NA,"Home","Chelsea","Liverpool","dejan lovren",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"SxHtHzX1/","SxHtHzX116",16,18,"Attempt missed. Timo Baumgartl (VfB Stuttgart) header from very close range is high and wide to the left. Assisted by Filip Kostic.","Attempt","Key Pass","Home","VfB Stuttgart","Schalke 04","timo baumgartl","filip kostic",NA,NA,"High and wide","Off target",0,"Very close range","head","Pass","Open play",0
"YaLvH4eB/","YaLvH4eB42",42,29,"Edenilson (Udinese) wins a free kick in the defensive half.","Free kick won",NA,"Away","Udinese","Chievo Verona","edenilson",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"4OJJTYuK/","4OJJTYuK36",36,24,"AndrA©s FernA¡ndez (Granada CF) wins a free kick in the defensive half.","Free kick won",NA,"Away","Granada","Valencia","andres fernandez",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"00QL4t1L/","00QL4t1L51",51,45,"Shinji Kagawa (Borussia Dortmund) wins a free kick in the defensive half.","Free kick won",NA,"Home","Borussia Dortmund","FC Ingolstadt 04","shinji kagawa",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"rFCOdPDG/","rFCOdPDG101",101,70,"Mauricio Pinilla (Cagliari) wins a free kick on the right wing.","Free kick won",NA,"Away","Cagliari","AC Milan","mauricio pinilla",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"Ofe72xGk/","Ofe72xGk96",96,82,"Foul by Edgar Barreto (Palermo).","Foul",NA,"Away","Palermo","Sampdoria","edgar barreto",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"xYSHc1DK/","xYSHc1DK84",84,60,"Attempt blocked. Ander (Athletic de Bilbao) right footed shot from the centre of the box is blocked.","Attempt",NA,"Home","Athletic Bilbao","Malaga","ander",NA,NA,NA,"Blocked","Blocked",0,"Centre of the box","right foot","None","Open play",0
"xhOnBZOk/","xhOnBZOk90",90,68,"Substitution, Sassuolo. Alessandro Longhi replaces Federico Peluso.","Substitution",NA,"Away","Sassuolo","Sampdoria",NA,NA,"alessandro longhi","federico peluso",NA,NA,0,NA,NA,"None",NA,0
"zX5gWR1I/","zX5gWR1I118",118,90,"JoA£o Cancelo (Valencia CF) wins a free kick in the defensive half.","Free kick won",NA,"Home","Valencia","Malaga","joao cancelo",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"M7e8P94N/","M7e8P94N36",36,21,"Attempt saved. Nolan Roux (Brest) right footed shot from the centre of the box is saved in the bottom left corner. Assisted by Bruno Grougi.","Attempt","Key Pass","Away","Brest","Lille","nolan roux","bruno grougi",NA,NA,"Bottom left corner","On target",0,"Centre of the box","right foot","Pass","Open play",0
"IN3n4gel/","IN3n4gel18",18,22,"Attempt blocked. Hanno Balitsch (FC Nurnberg) right footed shot from outside the box is blocked.","Attempt",NA,"Home","Nurnberg","Bayer Leverkusen","hanno balitsch",NA,NA,NA,"Blocked","Blocked",0,"Outside the box","right foot","None","Open play",0
"6Rb6vGi8/","6Rb6vGi884",84,88,"Booking      Yohan Benalouane (Leicester City) is shown the yellow card for a bad foul.","Yellow card",NA,"Away","Leicester City","West Ham","yohan benalouane",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"0t2t7SRb/","0t2t7SRb33",33,32,"Foul by Vladimir Darida (SC Freiburg).","Foul",NA,"Home","SC Freiburg","TSG Hoffenheim","vladimir darida",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"bXUvnhAt/","bXUvnhAt42",42,35,"Foul by Fabio Simplicio (Roma).","Foul",NA,"Home","AS Roma","Lazio","fabio simplicio",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"WjRDjw1h/","WjRDjw1h15",15,19,"Offside, Real Madrid. Cristiano Ronaldo tries a through ball, but Sami Khedira is caught offside.","Offside","Failed through ball","Away","Real Madrid","Celta Vigo","sami khedira","cristiano ronaldo",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"6FnQFYA9/","6FnQFYA98",8,11,"Corner,  Chelsea. Conceded by Ander Herrera.","Corner",NA,"Home","Chelsea","Manchester Utd",NA,NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"AmJR8n2b/","AmJR8n2b134",134,90,"Manuel Pucciarelli (Empoli) wins a free kick on the right wing.","Free kick won",NA,"Home","Empoli","Sassuolo","manuel pucciarelli",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"IXjhB58e/","IXjhB58e35",35,31,"Corner,  Athletic Club. Conceded by Pepe.","Corner",NA,"Home","Athletic Bilbao","Real Madrid","pepe","pepe",NA,NA,NA,NA,0,NA,NA,"None",NA,0
